Season,Player,Team,Position,evo_rank,evd_rank,ppl_rank,pkl_rank,oio_rank,oid_rank,sht_rank,scr_rank,plm_rank,zon_rank,pen_rank,phy_rank,fof_rank,fan_rank,Role,GP,TOI,Goals,First Assists,Age,Date of Birth,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Round,Round Pick,Overall Draft Position,Player ID,Headshot URL
2011-2012,Matt Gilroy,OTT,D,35.0,129.0,,115.0,29.0,140.0,76.0,49.0,59.0,33.0,75.0,153.0,,155.0,Third Pair,67,1172.9666666667,3,7,27,1984-07-20,USA,USA,73,199,-,-,-,-,8475118,https://assets.nhle.com/mugs/nhl/20112012/OTT/8475118.png
2011-2012,Matt Greene,LAK,D,107.0,26.0,,53.0,144.0,6.0,112.0,85.0,78.0,107.0,213.0,3.0,,181.0,Third Pair,82,1367.15,4,4,28,1983-05-13,USA,USA,75,236,2002,2,14,44,8470121,https://assets.nhle.com/mugs/nhl/20112012/LAK/8470121.png
2011-2012,Matt Hunwick,COL,D,89.0,199.0,122.0,27.0,86.0,107.0,71.0,26.0,178.0,82.0,94.0,175.0,,182.0,Second Pair,33,595.93333333333,3,2,26,1985-05-21,USA,USA,71,194,2004,7,31,224,8471436,https://assets.nhle.com/mugs/nhl/20112012/COL/8471436.png
2011-2012,Matt Niskanen,PIT,D,104.0,60.0,37.0,,65.0,24.0,65.0,172.0,179.0,29.0,203.0,52.0,,140.0,Third Pair,75,1345.4166666667,4,5,24,1986-12-06,USA,USA,73,203,2005,1,28,28,8471702,https://assets.nhle.com/mugs/nhl/20112012/PIT/8471702.png
2011-2012,Matt Taormina,NJD,D,137.0,8.0,,,208.0,4.0,79.0,130.0,102.0,90.0,7.0,193.0,,163.0,Third Pair,30,496.03333333333,1,3,24,1986-10-20,USA,USA,70,188,-,-,-,-,8475060,https://assets.nhle.com/mugs/nhl/20112012/NJD/8475060.png
2011-2012,Michael Del Zotto,NYR,D,56.0,182.0,60.0,41.0,11.0,197.0,150.0,25.0,145.0,53.0,125.0,41.0,,62.0,First Pair,77,1727.7333333333,10,15,21,1990-06-24,CAN,CAN,72,195,2008,1,20,20,8474584,https://assets.nhle.com/mugs/nhl/20112012/NYR/8474584.png
2011-2012,Michal Rozsival,PHX,D,88.0,57.0,,29.0,26.0,100.0,184.0,144.0,48.0,140.0,192.0,102.0,,122.0,Second Pair,54,1043.7833333333,1,4,32,1978-09-03,CZE,CZE,73,210,1996,4,25,105,8465058,https://assets.nhle.com/mugs/nhl/20112012/PHX/8465058.png
2011-2012,Mike Commodore,DET,D,192.0,6.0,,177.0,184.0,9.0,84.0,227.0,152.0,223.0,227.0,19.0,,230.0,Fringe,30,378.08333333333,0,1,31,1979-11-07,CAN,CAN,76,227,1999,2,14,42,8467915,https://assets.nhle.com/mugs/nhl/20112012/DET/8467915.png
2011-2012,Mike Commodore,TBL,D,192.0,6.0,,177.0,184.0,9.0,84.0,227.0,152.0,223.0,227.0,19.0,,230.0,Fringe,30,378.08333333333,0,1,31,1979-11-07,CAN,CAN,76,227,1999,2,14,42,8467915,https://assets.nhle.com/mugs/nhl/20112012/TBL/8467915.png
2011-2012,Mike Green,WSH,D,28.0,170.0,29.0,148.0,6.0,121.0,23.0,129.0,73.0,105.0,87.0,141.0,,30.0,Second Pair,32,673.38333333333,3,1,25,1985-10-12,CAN,CAN,73,210,2004,1,29,29,8471242,https://assets.nhle.com/mugs/nhl/20112012/WSH/8471242.png
2011-2012,Mike Komisarek,TOR,D,186.0,73.0,,92.0,177.0,180.0,146.0,187.0,170.0,218.0,191.0,16.0,,185.0,Third Pair,45,749.53333333333,1,2,29,1982-01-19,USA,USA,76,235,2001,1,7,7,8469460,https://assets.nhle.com/mugs/nhl/20112012/TOR/8469460.png
2011-2012,Mike Mottau,BOS,D,213.0,85.0,,28.0,212.0,193.0,179.0,226.0,166.0,49.0,116.0,84.0,,226.0,Third Pair,35,492.85,0,1,33,1978-03-19,USA,USA,72,195,1997,7,21,182,8466309,https://assets.nhle.com/mugs/nhl/20112012/BOS/8466309.png
2011-2012,Mike Mottau,NYI,D,213.0,85.0,,28.0,212.0,193.0,179.0,226.0,166.0,49.0,116.0,84.0,,226.0,Third Pair,35,492.85,0,1,33,1978-03-19,USA,USA,72,195,1997,7,21,182,8466309,https://assets.nhle.com/mugs/nhl/20112012/NYI/8466309.png
2011-2012,Mike Weaver,FLA,D,217.0,47.0,,70.0,200.0,89.0,224.0,220.0,171.0,216.0,9.0,135.0,,183.0,Second Pair,82,1666.8833333333,0,4,33,1978-05-02,CAN,CAN,70,186,-,-,-,-,8468478,https://assets.nhle.com/mugs/nhl/20112012/FLA/8468478.png
2011-2012,Mike Weber,BUF,D,200.0,118.0,,6.0,191.0,133.0,152.0,170.0,187.0,181.0,204.0,13.0,,152.0,Second Pair,51,947.35,1,1,23,1987-12-16,USA,USA,74,188,2006,2,27,57,8473426,https://assets.nhle.com/mugs/nhl/20112012/BUF/8473426.png
2011-2012,Milan Jurcina,NYI,D,58.0,142.0,21.0,137.0,126.0,232.0,16.0,127.0,61.0,133.0,194.0,14.0,,66.0,Second Pair,65,1220.5,3,4,28,1983-06-07,SVK,SVK,76,253,2001,8,14,241,8469684,https://assets.nhle.com/mugs/nhl/20112012/NYI/8469684.png
2011-2012,Nate Prosser,MIN,D,226.0,24.0,67.0,15.0,224.0,217.0,232.0,196.0,133.0,231.0,179.0,187.0,,99.0,Second Pair,51,981.61666666667,1,5,25,1986-05-07,USA,USA,74,201,-,-,-,-,8475613,https://assets.nhle.com/mugs/nhl/20112012/MIN/8475613.png
2011-2012,Nick Leddy,CHI,D,110.0,150.0,99.0,175.0,82.0,93.0,168.0,60.0,158.0,41.0,23.0,198.0,,146.0,First Pair,82,1810.7666666667,3,14,20,1991-03-20,USA,USA,72,205,2009,1,16,16,8475181,https://assets.nhle.com/mugs/nhl/20112012/CHI/8475181.png
2011-2012,Nick Schultz,EDM,D,218.0,55.0,,67.0,202.0,131.0,225.0,211.0,159.0,228.0,196.0,150.0,,166.0,Second Pair,82,1616.0666666667,1,3,29,1982-08-25,CAN,CAN,73,203,2000,2,3,33,8468513,https://assets.nhle.com/mugs/nhl/20112012/EDM/8468513.png
2011-2012,Nick Schultz,MIN,D,218.0,55.0,,67.0,202.0,131.0,225.0,211.0,159.0,228.0,196.0,150.0,,166.0,Second Pair,82,1616.0666666667,1,3,29,1982-08-25,CAN,CAN,73,203,2000,2,3,33,8468513,https://assets.nhle.com/mugs/nhl/20112012/MIN/8468513.png
2011-2012,Nicklas Grossmann,DAL,D,220.0,106.0,,103.0,221.0,142.0,200.0,224.0,148.0,208.0,163.0,27.0,,178.0,Second Pair,74,1392.35,0,3,26,1985-01-22,SWE,SWE,76,230,2004,2,26,56,8471269,https://assets.nhle.com/mugs/nhl/20112012/DAL/8471269.png
2011-2012,Nicklas Grossmann,PHI,D,220.0,106.0,,103.0,221.0,142.0,200.0,224.0,148.0,208.0,163.0,27.0,,178.0,Second Pair,74,1392.35,0,3,26,1985-01-22,SWE,SWE,76,230,2004,2,26,56,8471269,https://assets.nhle.com/mugs/nhl/20112012/PHI/8471269.png
2011-2012,Nicklas Lidstrom,DET,D,37.0,81.0,7.0,151.0,13.0,40.0,56.0,33.0,175.0,60.0,173.0,217.0,,16.0,First Pair,70,1663.95,11,10,41,1970-04-28,SWE,SWE,73,192,1989,3,11,53,8457063,https://assets.nhle.com/mugs/nhl/20112012/DET/8457063.png
2011-2012,Nikita Nikitin,CBJ,D,118.0,43.0,9.0,33.0,167.0,45.0,90.0,78.0,130.0,192.0,18.0,180.0,,54.0,First Pair,61,1414.4833333333,7,11,25,1986-06-16,RUS,RUS,76,217,2004,5,7,136,8471348,https://assets.nhle.com/mugs/nhl/20112012/CBJ/8471348.png
2011-2012,Nikita Nikitin,STL,D,118.0,43.0,9.0,33.0,167.0,45.0,90.0,78.0,130.0,192.0,18.0,180.0,,54.0,First Pair,61,1414.4833333333,7,11,25,1986-06-16,RUS,RUS,76,217,2004,5,7,136,8471348,https://assets.nhle.com/mugs/nhl/20112012/STL/8471348.png
2011-2012,Niklas Hjalmarsson,CHI,D,166.0,12.0,,108.0,153.0,13.0,163.0,186.0,105.0,74.0,50.0,201.0,,127.0,Second Pair,69,1392.4,1,8,24,1987-06-06,SWE,SWE,75,197,2005,4,17,108,8471769,https://assets.nhle.com/mugs/nhl/20112012/CHI/8471769.png
2011-2012,Niklas Kronwall,DET,D,80.0,32.0,15.0,23.0,61.0,41.0,108.0,10.0,199.0,101.0,110.0,100.0,,23.0,First Pair,82,1874.9833333333,15,5,30,1981-01-12,SWE,SWE,72,194,2000,1,29,29,8468509,https://assets.nhle.com/mugs/nhl/20112012/DET/8468509.png
2011-2012,Oliver Ekman-Larsson,PHX,D,33.0,144.0,106.0,163.0,47.0,72.0,50.0,15.0,70.0,96.0,56.0,97.0,,105.0,First Pair,82,1813.0,13,8,20,1991-07-17,SWE,SWE,74,200,2009,1,6,6,8475171,https://assets.nhle.com/mugs/nhl/20112012/PHX/8475171.png
2011-2012,P.K. Subban,MTL,D,66.0,175.0,30.0,64.0,115.0,63.0,25.0,141.0,50.0,157.0,112.0,122.0,,15.0,First Pair,81,1968.4666666667,7,15,22,1989-05-13,CAN,CAN,72,210,2007,2,13,43,8474056,https://assets.nhle.com/mugs/nhl/20112012/MTL/8474056.png
2011-2012,Paul Martin,PIT,D,70.0,54.0,107.0,8.0,4.0,76.0,136.0,191.0,104.0,54.0,21.0,229.0,,80.0,First Pair,73,1679.1666666667,2,12,30,1981-03-05,USA,USA,73,200,2000,2,32,62,8468542,https://assets.nhle.com/mugs/nhl/20112012/PIT/8468542.png
2011-2012,Pavel Kubina,PHI,D,100.0,76.0,119.0,101.0,59.0,125.0,159.0,99.0,113.0,104.0,200.0,71.0,,108.0,Second Pair,69,1329.7166666667,3,6,34,1977-04-15,CZE,CZE,76,258,1996,7,17,179,8465210,https://assets.nhle.com/mugs/nhl/20112012/PHI/8465210.png
2011-2012,Pavel Kubina,TBL,D,100.0,76.0,119.0,101.0,59.0,125.0,159.0,99.0,113.0,104.0,200.0,71.0,,108.0,Second Pair,69,1329.7166666667,3,6,34,1977-04-15,CZE,CZE,76,258,1996,7,17,179,8465210,https://assets.nhle.com/mugs/nhl/20112012/TBL/8465210.png
2011-2012,Philip Larsen,DAL,D,141.0,114.0,121.0,,156.0,80.0,81.0,185.0,115.0,178.0,42.0,73.0,,147.0,Third Pair,55,987.55,3,3,21,1989-12-07,DNK,DNK,73,185,2008,5,28,149,8474707,https://assets.nhle.com/mugs/nhl/20112012/DAL/8474707.png
2011-2012,Randy Jones,WPG,D,127.0,162.0,,86.0,48.0,88.0,157.0,138.0,180.0,58.0,71.0,190.0,,205.0,Third Pair,39,577.76666666667,1,0,30,1981-07-23,CAN,CAN,74,210,-,-,-,-,8470905,https://assets.nhle.com/mugs/nhl/20112012/WPG/8470905.png
2011-2012,Raphael Diaz,MTL,D,169.0,87.0,115.0,54.0,137.0,171.0,149.0,64.0,209.0,209.0,210.0,172.0,,101.0,Second Pair,59,1062.2666666667,3,3,25,1986-01-09,CHE,CHE,71,197,-,-,-,-,8476244,https://assets.nhle.com/mugs/nhl/20112012/MTL/8476244.png
2011-2012,Rob Scuderi,LAK,D,190.0,94.0,,89.0,87.0,43.0,218.0,212.0,172.0,158.0,79.0,184.0,,200.0,Second Pair,82,1690.05,1,2,32,1978-12-30,USA,USA,73,216,1998,5,20,134,8467452,https://assets.nhle.com/mugs/nhl/20112012/LAK/8467452.png
2011-2012,Robyn Regehr,BUF,D,230.0,111.0,,146.0,223.0,65.0,206.0,208.0,212.0,186.0,172.0,32.0,,191.0,Second Pair,76,1415.55,1,1,31,1980-04-19,BRA,CAN,75,222,1998,1,19,19,8467344,https://assets.nhle.com/mugs/nhl/20112012/BUF/8467344.png
2011-2012,Roman Hamrlik,WSH,D,122.0,30.0,,65.0,77.0,117.0,164.0,155.0,120.0,189.0,201.0,162.0,,67.0,Second Pair,68,1306.8333333333,2,4,37,1974-04-12,CZE,CZE,74,206,1992,1,1,1,8458938,https://assets.nhle.com/mugs/nhl/20112012/WSH/8458938.png
2011-2012,Roman Josi,NSH,D,136.0,9.0,98.0,31.0,225.0,91.0,102.0,14.0,77.0,196.0,100.0,192.0,,71.0,Second Pair,52,956.31666666667,5,5,21,1990-06-01,CHE,CHE,73,201,2008,2,8,38,8474600,https://assets.nhle.com/mugs/nhl/20112012/NSH/8474600.png
2011-2012,Roman Polak,STL,D,163.0,48.0,,59.0,130.0,83.0,111.0,166.0,183.0,179.0,170.0,30.0,,144.0,Second Pair,77,1452.7166666667,0,3,25,1986-04-28,CZE,CZE,74,240,2004,6,17,180,8471392,https://assets.nhle.com/mugs/nhl/20112012/STL/8471392.png
2011-2012,Ron Hainsey,WPG,D,134.0,33.0,,161.0,121.0,134.0,154.0,207.0,83.0,163.0,161.0,206.0,,93.0,Second Pair,56,1181.4833333333,0,8,30,1981-03-24,USA,USA,75,201,2000,1,13,13,8468493,https://assets.nhle.com/mugs/nhl/20112012/WPG/8468493.png
2011-2012,Rostislav Klesla,PHX,D,96.0,93.0,,142.0,132.0,223.0,58.0,55.0,131.0,204.0,183.0,77.0,,85.0,Second Pair,65,1258.3,3,5,29,1982-03-21,CZE,CZE,75,215,2000,1,4,4,8468484,https://assets.nhle.com/mugs/nhl/20112012/PHX/8468484.png
2011-2012,Ryan Ellis,NSH,D,38.0,18.0,47.0,,97.0,59.0,117.0,102.0,4.0,2.0,1.0,130.0,,113.0,Third Pair,32,474.48333333333,3,5,20,1991-01-03,CAN,CAN,70,180,2009,1,11,11,8475176,https://assets.nhle.com/mugs/nhl/20112012/NSH/8475176.png
2011-2012,Ryan McDonagh,NYR,D,34.0,63.0,,39.0,1.0,143.0,155.0,79.0,52.0,162.0,132.0,129.0,,69.0,First Pair,82,2028.6166666667,7,15,22,1989-06-13,USA,USA,73,215,2007,1,12,12,8474151,https://assets.nhle.com/mugs/nhl/20112012/NYR/8474151.png
2011-2012,Ryan O'Byrne,COL,D,224.0,66.0,,11.0,210.0,153.0,221.0,214.0,203.0,230.0,221.0,26.0,,184.0,Second Pair,74,1395.2333333333,1,3,27,1984-07-19,CAN,CAN,77,234,2003,3,11,79,8470672,https://assets.nhle.com/mugs/nhl/20112012/COL/8470672.png
2011-2012,Ryan Suter,NSH,D,144.0,71.0,56.0,60.0,149.0,34.0,131.0,124.0,140.0,220.0,169.0,213.0,,33.0,First Pair,79,2093.9166666667,7,20,26,1985-01-21,USA,USA,73,205,2003,1,7,7,8470600,https://assets.nhle.com/mugs/nhl/20112012/NSH/8470600.png
2011-2012,Ryan Whitney,EDM,D,164.0,222.0,84.0,166.0,158.0,222.0,227.0,225.0,21.0,119.0,156.0,211.0,,49.0,Second Pair,51,1069.1166666667,3,8,28,1983-02-19,USA,USA,76,209,2002,1,5,5,8470309,https://assets.nhle.com/mugs/nhl/20112012/EDM/8470309.png
2011-2012,Ryan Wilson,COL,D,71.0,68.0,,42.0,63.0,78.0,128.0,175.0,28.0,89.0,68.0,60.0,,130.0,Second Pair,59,1105.3166666667,1,12,24,1987-02-03,CAN,CAN,73,210,-,-,-,-,8473700,https://assets.nhle.com/mugs/nhl/20112012/COL/8473700.png
2011-2012,Sami Lepisto,CHI,D,111.0,173.0,,,92.0,85.0,114.0,51.0,192.0,11.0,34.0,95.0,,228.0,Fringe,26,274.7,1,0,26,1984-10-17,FIN,FIN,73,193,2004,3,1,66,8471279,https://assets.nhle.com/mugs/nhl/20112012/CHI/8471279.png
2011-2012,Sami Salo,VAN,D,135.0,207.0,10.0,99.0,147.0,149.0,74.0,82.0,207.0,36.0,78.0,223.0,,75.0,Second Pair,69,1410.9,9,8,36,1974-09-02,FIN,FIN,75,215,1996,9,24,239,8465202,https://assets.nhle.com/mugs/nhl/20112012/VAN/8465202.png
2011-2012,Scott Hannan,CGY,D,209.0,148.0,,112.0,145.0,156.0,222.0,190.0,219.0,137.0,164.0,178.0,,186.0,Second Pair,78,1587.7333333333,2,2,32,1979-01-23,CAN,CAN,73,215,1997,1,23,23,8466158,https://assets.nhle.com/mugs/nhl/20112012/CGY/8466158.png
2011-2012,Sean O'Donnell,CHI,D,159.0,224.0,,157.0,74.0,174.0,205.0,221.0,138.0,102.0,198.0,142.0,,229.0,Third Pair,51,689.1,0,3,39,1971-10-13,CAN,CAN,74,238,1991,6,13,123,8458637,https://assets.nhle.com/mugs/nhl/20112012/CHI/8458637.png
2011-2012,Sergei Gonchar,OTT,D,75.0,146.0,42.0,145.0,90.0,147.0,115.0,143.0,27.0,115.0,165.0,185.0,,31.0,First Pair,74,1646.7166666667,5,18,37,1974-04-13,RUS,RUS,74,210,1992,1,14,14,8458951,https://assets.nhle.com/mugs/nhl/20112012/OTT/8458951.png
2011-2012,Shane O'Brien,COL,D,73.0,177.0,,87.0,60.0,110.0,95.0,171.0,41.0,46.0,222.0,43.0,,177.0,Second Pair,76,1460.7,3,12,28,1983-08-09,CAN,CAN,75,230,2003,8,21,250,8470839,https://assets.nhle.com/mugs/nhl/20112012/COL/8470839.png
2011-2012,Shea Weber,NSH,D,17.0,25.0,22.0,77.0,150.0,36.0,8.0,18.0,29.0,225.0,159.0,50.0,,3.0,First Pair,78,2040.5666666667,19,19,26,1985-08-14,CAN,CAN,76,230,2003,2,19,49,8470642,https://assets.nhle.com/mugs/nhl/20112012/NSH/8470642.png
2011-2012,Sheldon Brookbank,ANA,D,198.0,165.0,,82.0,201.0,158.0,156.0,153.0,169.0,43.0,126.0,42.0,,217.0,Third Pair,80,1248.4333333333,3,4,30,1980-10-03,CAN,CAN,73,202,-,-,-,-,8469992,https://assets.nhle.com/mugs/nhl/20112012/ANA/8469992.png
2011-2012,Sheldon Souray,DAL,D,41.0,163.0,24.0,110.0,204.0,165.0,2.0,65.0,107.0,166.0,230.0,156.0,,28.0,Second Pair,64,1309.6166666667,6,8,35,1976-07-13,CAN,CAN,76,231,1994,3,19,71,8460561,https://assets.nhle.com/mugs/nhl/20112012/DAL/8460561.png
2011-2012,Slava Voynov,LAK,D,8.0,108.0,76.0,,34.0,15.0,31.0,5.0,12.0,7.0,61.0,112.0,,88.0,Second Pair,54,1000.8666666667,8,8,21,1990-01-15,RUS,RUS,72,194,2008,2,2,32,8474594,https://assets.nhle.com/mugs/nhl/20112012/LAK/8474594.png
2011-2012,Stefan Elliott,COL,D,15.0,115.0,79.0,,111.0,46.0,4.0,9.0,88.0,3.0,72.0,232.0,,78.0,Third Pair,39,668.53333333333,4,4,20,1991-01-30,CAN,CAN,73,190,2009,2,19,49,8475206,https://assets.nhle.com/mugs/nhl/20112012/COL/8475206.png
2011-2012,Stephane Robidas,DAL,D,201.0,82.0,77.0,121.0,169.0,61.0,198.0,161.0,186.0,202.0,190.0,36.0,,81.0,First Pair,75,1707.15,5,8,34,1977-03-03,CAN,CAN,71,190,1995,7,8,164,8462196,https://assets.nhle.com/mugs/nhl/20112012/DAL/8462196.png
2011-2012,Steve Eminger,NYR,D,183.0,67.0,,25.0,67.0,148.0,226.0,67.0,226.0,25.0,185.0,29.0,,213.0,Third Pair,42,557.81666666667,2,2,27,1983-10-31,CAN,CAN,74,207,2002,1,12,12,8470192,https://assets.nhle.com/mugs/nhl/20112012/NYR/8470192.png
2011-2012,Steve Montador,CHI,D,36.0,143.0,78.0,,33.0,77.0,47.0,53.0,90.0,24.0,178.0,133.0,,109.0,Third Pair,52,767.51666666667,5,3,31,1979-12-21,CAN,CAN,72,210,-,-,-,-,8468927,https://assets.nhle.com/mugs/nhl/20112012/CHI/8468927.png
2011-2012,Steve Staios,NYI,D,133.0,45.0,,88.0,160.0,177.0,143.0,179.0,66.0,136.0,187.0,139.0,,150.0,Third Pair,65,1110.05,0,5,38,1973-07-28,CAN,CAN,73,200,1991,2,5,27,8458541,https://assets.nhle.com/mugs/nhl/20112012/NYI/8458541.png
2011-2012,Stu Bickel,NYR,D,91.0,22.0,,,114.0,92.0,189.0,222.0,9.0,55.0,223.0,15.0,,227.0,Fringe,51,532.41666666667,0,6,24,1986-10-02,USA,USA,76,207,-,-,-,-,8474772,https://assets.nhle.com/mugs/nhl/20112012/NYR/8474772.png
2011-2012,TJ Brodie,CGY,D,173.0,119.0,112.0,,101.0,12.0,194.0,177.0,177.0,128.0,81.0,165.0,,196.0,Third Pair,54,889.86666666667,2,3,21,1990-06-07,CAN,CAN,74,187,2008,4,23,114,8474673,https://assets.nhle.com/mugs/nhl/20112012/CGY/8474673.png
2011-2012,Theo Peckham,EDM,D,225.0,223.0,,171.0,207.0,227.0,230.0,158.0,211.0,116.0,228.0,18.0,,211.0,Third Pair,54,911.3,1,1,23,1987-11-10,CAN,CAN,74,246,2006,3,12,75,8473525,https://assets.nhle.com/mugs/nhl/20112012/EDM/8473525.png
2011-2012,Tim Gleason,CAR,D,131.0,225.0,,173.0,80.0,231.0,195.0,197.0,60.0,222.0,93.0,55.0,,161.0,Second Pair,82,1698.2166666667,1,11,28,1983-01-29,USA,USA,72,217,2001,1,23,23,8469476,https://assets.nhle.com/mugs/nhl/20112012/CAR/8469476.png
2011-2012,Toby Enstrom,WPG,D,27.0,124.0,97.0,172.0,8.0,137.0,160.0,63.0,16.0,99.0,140.0,226.0,,27.0,First Pair,62,1478.3833333333,6,11,26,1984-11-05,SWE,SWE,70,180,2003,8,10,239,8470828,https://assets.nhle.com/mugs/nhl/20112012/WPG/8470828.png
2011-2012,Tom Gilbert,EDM,D,189.0,132.0,101.0,164.0,199.0,124.0,170.0,174.0,114.0,206.0,24.0,183.0,,73.0,First Pair,67,1612.3333333333,3,8,28,1983-01-10,USA,USA,74,210,2002,4,33,129,8470104,https://assets.nhle.com/mugs/nhl/20112012/EDM/8470104.png
2011-2012,Tom Gilbert,MIN,D,189.0,132.0,101.0,164.0,199.0,124.0,170.0,174.0,114.0,206.0,24.0,183.0,,73.0,First Pair,67,1612.3333333333,3,8,28,1983-01-10,USA,USA,74,210,2002,4,33,129,8470104,https://assets.nhle.com/mugs/nhl/20112012/MIN/8470104.png
2011-2012,Tomas Kaberle,CAR,D,121.0,197.0,69.0,,105.0,201.0,153.0,117.0,127.0,48.0,101.0,225.0,,56.0,Third Pair,72,1275.8333333333,3,10,33,1978-03-02,CZE,CZE,73,212,1996,8,15,204,8465200,https://assets.nhle.com/mugs/nhl/20112012/CAR/8465200.png
2011-2012,Tomas Kaberle,MTL,D,121.0,197.0,69.0,,105.0,201.0,153.0,117.0,127.0,48.0,101.0,225.0,,56.0,Third Pair,72,1275.8333333333,3,10,33,1978-03-02,CZE,CZE,73,212,1996,8,15,204,8465200,https://assets.nhle.com/mugs/nhl/20112012/MTL/8465200.png
2011-2012,Toni Lydman,ANA,D,178.0,128.0,,96.0,131.0,185.0,188.0,198.0,154.0,165.0,209.0,68.0,,112.0,Second Pair,74,1398.6833333333,0,3,33,1977-09-25,FIN,FIN,74,213,1996,4,9,89,8465042,https://assets.nhle.com/mugs/nhl/20112012/ANA/8465042.png
2011-2012,Travis Hamonic,NYI,D,57.0,107.0,58.0,147.0,64.0,203.0,29.0,142.0,64.0,150.0,157.0,34.0,,44.0,First Pair,73,1637.1833333333,2,6,21,1990-08-16,CAN,CAN,73,200,2008,2,23,53,8474612,https://assets.nhle.com/mugs/nhl/20112012/NYI/8474612.png
2011-2012,Trevor Daley,DAL,D,99.0,183.0,89.0,81.0,185.0,190.0,51.0,72.0,72.0,93.0,119.0,214.0,,72.0,Second Pair,79,1709.8666666667,4,10,27,1983-10-09,CAN,CAN,71,199,2002,2,13,43,8470110,https://assets.nhle.com/mugs/nhl/20112012/DAL/8470110.png
2011-2012,Tyler Myers,BUF,D,64.0,204.0,51.0,124.0,108.0,152.0,113.0,31.0,34.0,122.0,131.0,128.0,,53.0,First Pair,55,1236.95,8,10,21,1990-02-01,USA,CAN,80,229,2008,1,12,12,8474574,https://assets.nhle.com/mugs/nhl/20112012/BUF/8474574.png
2011-2012,Victor Hedman,TBL,D,68.0,120.0,108.0,79.0,42.0,132.0,91.0,61.0,103.0,226.0,195.0,140.0,,70.0,First Pair,61,1409.0666666667,5,9,20,1990-12-18,SWE,SWE,79,244,2009,1,2,2,8475167,https://assets.nhle.com/mugs/nhl/20112012/TBL/8475167.png
2011-2012,Willie Mitchell,LAK,D,103.0,62.0,,84.0,85.0,31.0,89.0,37.0,198.0,134.0,55.0,179.0,,92.0,First Pair,76,1689.4333333333,5,6,34,1977-04-23,CAN,CAN,75,210,1996,8,10,199,8465185,https://assets.nhle.com/mugs/nhl/20112012/LAK/8465185.png
2011-2012,Yannick Weber,MTL,D,74.0,230.0,70.0,136.0,142.0,172.0,37.0,178.0,26.0,18.0,175.0,136.0,,134.0,Third Pair,60,936.98333333333,4,7,22,1988-09-23,CHE,CHE,71,200,2007,3,12,73,8474134,https://assets.nhle.com/mugs/nhl/20112012/MTL/8474134.png
2011-2012,Zach Bogosian,WPG,D,62.0,210.0,45.0,135.0,95.0,210.0,22.0,58.0,125.0,159.0,124.0,74.0,,41.0,First Pair,65,1515.55,5,11,21,1990-07-15,USA,USA,74,222,2008,1,3,3,8474567,https://assets.nhle.com/mugs/nhl/20112012/WPG/8474567.png
2011-2012,Zbynek Michalek,PIT,D,95.0,35.0,,13.0,84.0,64.0,63.0,136.0,129.0,92.0,52.0,191.0,,74.0,Second Pair,62,1342.2833333333,2,4,28,1982-12-23,CZE,CZE,74,210,-,-,-,-,8469760,https://assets.nhle.com/mugs/nhl/20112012/PIT/8469760.png
2011-2012,Zdeno Chara,BOS,D,4.0,134.0,11.0,116.0,3.0,26.0,6.0,69.0,14.0,214.0,144.0,80.0,,7.0,First Pair,79,1975.4,12,20,34,1977-03-18,SVK,SVK,81,250,1996,3,4,56,8465009,https://assets.nhle.com/mugs/nhl/20112012/BOS/8465009.png
