Season,Player,Team,Position,evo_rank,evd_rank,ppl_rank,pkl_rank,oio_rank,oid_rank,sht_rank,scr_rank,zon_rank,plm_rank,pen_rank,phy_rank,fof_rank,fan_rank,Role,GP,TOI,Goals,First Assists,Age,Date of Birth,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Round,Round Pick,Overall Draft Position
2023-2024,Jordan Martinook,CAR,F,100.0,6.0,,106.0,39.0,5.0,169.0,307.0,225.0,208.0,360.0,227.0,,262.0,Bottom 6,82,1201.05,14,11,33.0,1992-07-25,CAN,CAN,72.0,196.0,2012,2,28,58
2023-2024,Jordan Staal,CAR,F,195.0,7.0,,28.0,19.0,3.0,324.0,309.0,281.0,358.0,361.0,115.0,3.0,258.0,Bottom 6,80,1230.3,10,7,36.0,1988-09-10,CAN,CAN,76.0,220.0,2006,1,2,2
2023-2024,Josh Anderson,MTL,F,294.0,457.0,172.0,211.0,376.0,460.0,160.0,249.0,317.0,384.0,275.0,101.0,,217.0,Bottom 6,78,1206.15,9,7,31.0,1994-05-07,CAN,CAN,75.0,218.0,2012,4,4,95
2023-2024,Josh Norris,OTT,F,215.0,358.0,182.0,,217.0,393.0,153.0,42.0,140.0,409.0,106.0,198.0,131.0,93.0,Second Line,50,881.86666666667,16,3,26.0,1999-05-05,USA,USA,74.0,195.0,2017,1,19,19
2023-2024,Joshua Roy,MTL,F,102.0,25.0,,,208.0,222.0,197.0,234.0,338.0,161.0,318.0,362.0,,266.0,Bottom 6,23,279.23333333333,4,4,22.0,2003-08-06,CAN,CAN,72.0,193.0,2021,5,22,150
2023-2024,Julien Gauthier,NYI,F,250.0,392.0,,,457.0,429.0,228.0,124.0,328.0,340.0,27.0,42.0,,368.0,Bottom 6,27,274.58333333333,5,2,27.0,1997-10-15,CAN,CAN,76.0,224.0,2016,1,21,21
2023-2024,Juraj Slafkovsky,MTL,F,378.0,365.0,252.0,,282.0,427.0,342.0,299.0,183.0,272.0,446.0,141.0,,227.0,Second Line,82,1470.7333333333,20,19,21.0,2004-03-30,SVK,SVK,75.0,238.0,2022,1,1,1
2023-2024,Justin Bailey,SJS,F,302.0,278.0,,,198.0,366.0,320.0,420.0,415.0,311.0,64.0,146.0,,395.0,Bottom 6,59,665.56666666667,5,6,30.0,1995-07-01,USA,USA,76.0,214.0,2013,2,22,52
2023-2024,Justin Danforth,CBJ,F,270.0,250.0,,204.0,303.0,325.0,299.0,220.0,343.0,386.0,117.0,117.0,134.0,310.0,Bottom 6,71,1013.4333333333,10,8,32.0,1993-03-15,CAN,CAN,69.0,190.0,-,-,-,-
2023-2024,Juuso Parssinen,NSH,F,428.0,347.0,195.0,,250.0,349.0,428.0,312.0,313.0,378.0,45.0,147.0,141.0,322.0,Bottom 6,44,642.38333333333,8,0,24.0,2001-02-01,FIN,FIN,75.0,212.0,2019,7,24,210
2023-2024,Kaapo Kakko,NYR,F,224.0,194.0,232.0,,192.0,136.0,283.0,165.0,157.0,321.0,222.0,426.0,,282.0,Bottom 6,61,810.03333333333,13,4,24.0,2001-02-13,FIN,FIN,74.0,206.0,2019,1,2,2
2023-2024,Kailer Yamamoto,SEA,F,338.0,65.0,239.0,161.0,195.0,80.0,375.0,272.0,181.0,377.0,230.0,245.0,,316.0,Bottom 6,59,707.5,8,4,26.0,1998-09-29,USA,USA,68.0,153.0,2017,1,22,22
2023-2024,Kasperi Kapanen,STL,F,288.0,384.0,257.0,201.0,291.0,375.0,271.0,318.0,362.0,179.0,204.0,185.0,,289.0,Bottom 6,73,1050.05,6,11,29.0,1996-07-23,FIN,FIN,73.0,194.0,2014,1,22,22
2023-2024,Keegan Kolesar,VGK,F,360.0,129.0,,,335.0,153.0,410.0,361.0,407.0,269.0,374.0,6.0,,399.0,Bottom 6,79,858.2,8,7,28.0,1997-04-08,CAN,CAN,74.0,217.0,2015,3,8,69
2023-2024,Kent Johnson,CBJ,F,295.0,352.0,193.0,,296.0,350.0,285.0,259.0,82.0,169.0,271.0,450.0,,272.0,Bottom 6,42,568.75,6,6,22.0,2002-10-18,CAN,CAN,72.0,175.0,2021,1,5,5
2023-2024,Kevin Fiala,LAK,F,48.0,182.0,40.0,223.0,76.0,45.0,42.0,62.0,162.0,20.0,340.0,319.0,,46.0,First Line,82,1478.9166666667,29,21,29.0,1996-07-22,CHE,CHE,70.0,204.0,2014,1,11,11
2023-2024,Kevin Hayes,STL,F,199.0,407.0,170.0,,283.0,377.0,108.0,257.0,282.0,175.0,31.0,360.0,47.0,168.0,Bottom 6,79,1142.8833333333,13,5,33.0,1992-05-08,USA,USA,77.0,216.0,2010,1,24,24
2023-2024,Kevin Labanc,SJS,F,268.0,399.0,281.0,,141.0,357.0,205.0,370.0,314.0,249.0,393.0,156.0,,339.0,Bottom 6,46,534.61666666667,2,4,29.0,1995-12-12,USA,USA,71.0,185.0,2014,6,21,171
2023-2024,Kevin Rooney,CGY,F,442.0,215.0,,92.0,423.0,302.0,442.0,403.0,434.0,458.0,41.0,105.0,142.0,404.0,Bottom 6,33,370.11666666667,3,0,32.0,1993-05-21,USA,USA,74.0,190.0,-,-,-,-
2023-2024,Kevin Stenlund,FLA,F,430.0,78.0,,91.0,382.0,114.0,392.0,339.0,404.0,456.0,449.0,234.0,128.0,403.0,Bottom 6,81,1020.9333333333,11,3,28.0,1996-09-20,SWE,SWE,77.0,215.0,2015,2,28,58
2023-2024,Kiefer Sherwood,NSH,F,164.0,306.0,,,253.0,321.0,165.0,212.0,228.0,239.0,416.0,26.0,,271.0,Bottom 6,68,827.58333333333,10,11,30.0,1995-03-31,USA,USA,72.0,194.0,-,-,-,-
2023-2024,Kirill Kaprizov,MIN,F,44.0,126.0,3.0,,129.0,40.0,19.0,3.0,13.0,18.0,33.0,344.0,,7.0,First Line,75,1618.2666666667,46,33,28.0,1997-04-26,RUS,RUS,70.0,202.0,2015,5,14,135
2023-2024,Kirill Marchenko,CBJ,F,227.0,362.0,186.0,,333.0,418.0,109.0,78.0,210.0,359.0,164.0,361.0,,150.0,Second Line,78,1280.2833333333,23,12,25.0,2000-07-21,RUS,RUS,75.0,197.0,2018,2,18,49
2023-2024,Klim Kostin,"DET, SJS",F,259.0,323.0,,,345.0,247.0,391.0,140.0,170.0,312.0,218.0,31.0,,391.0,Bottom 6,52,567.28333333333,8,4,26.0,1999-05-05,RUS,RUS,75.0,215.0,2017,1,31,31
2023-2024,Kurtis MacDermid,"COL, NJD",F,458.0,141.0,,,464.0,148.0,455.0,371.0,355.0,442.0,,3.0,,465.0,Fringe,45,217.48333333333,2,1,31.0,1994-03-25,CAN,CAN,77.0,233.0,-,-,-,-
2023-2024,Kyle Connor,WPG,F,69.0,424.0,63.0,221.0,210.0,401.0,35.0,26.0,11.0,95.0,172.0,444.0,,27.0,First Line,65,1282.1,34,13,28.0,1996-12-09,USA,USA,74.0,179.0,2015,1,17,17
2023-2024,Kyle MacLean,NYI,F,376.0,233.0,,,438.0,120.0,437.0,266.0,144.0,289.0,161.0,67.0,167.0,422.0,Bottom 6,32,322.76666666667,4,3,26.0,1999-04-29,USA,,73.0,190.0,-,-,-,-
2023-2024,Kyle Okposo,"BUF, FLA",F,257.0,127.0,238.0,187.0,322.0,106.0,146.0,224.0,279.0,291.0,336.0,201.0,174.0,224.0,Bottom 6,67,894.63333333333,12,7,37.0,1988-04-16,USA,USA,72.0,218.0,2006,1,7,7
2023-2024,Kyle Palmieri,NYI,F,108.0,422.0,94.0,,105.0,379.0,81.0,92.0,110.0,204.0,100.0,212.0,,114.0,Second Line,82,1412.0166666667,30,10,34.0,1991-02-01,USA,USA,71.0,198.0,2009,1,26,26
2023-2024,Lars Eller,PIT,F,285.0,130.0,240.0,26.0,230.0,130.0,233.0,320.0,448.0,324.0,264.0,248.0,45.0,246.0,Second Line,82,1309.1666666667,15,8,36.0,1989-05-08,DNK,DNK,74.0,205.0,2007,1,13,13
2023-2024,Lawson Crouse,ARI,F,166.0,321.0,139.0,81.0,314.0,342.0,215.0,106.0,364.0,226.0,283.0,97.0,,138.0,Second Line,81,1362.1833333333,23,15,28.0,1997-06-23,CAN,CAN,76.0,215.0,2015,1,11,11
2023-2024,Leo Carlsson,ANA,F,353.0,273.0,204.0,,237.0,266.0,319.0,285.0,308.0,260.0,202.0,425.0,170.0,204.0,First Line,55,996.0,12,11,20.0,2004-12-26,SWE,,75.0,194.0,2023,1,2,2
2023-2024,Leon Draisaitl,EDM,F,45.0,330.0,1.0,226.0,8.0,223.0,112.0,6.0,72.0,5.0,267.0,370.0,19.0,8.0,First Line,81,1676.3333333333,41,38,29.0,1995-10-27,DEU,DEU,74.0,208.0,2014,1,3,3
2023-2024,Liam O'Brien,ARI,F,436.0,277.0,,,451.0,276.0,395.0,435.0,342.0,348.0,462.0,5.0,,434.0,Bottom 6,75,729.7,5,7,31.0,1994-07-29,CAN,CAN,73.0,213.0,-,-,-,-
2023-2024,Logan Cooley,ARI,F,261.0,416.0,205.0,,298.0,358.0,266.0,187.0,365.0,173.0,71.0,383.0,169.0,212.0,Second Line,82,1296.8166666667,20,18,21.0,2004-05-04,USA,USA,70.0,174.0,-,-,-,-
2023-2024,Logan O'Connor,COL,F,266.0,47.0,,20.0,244.0,77.0,322.0,270.0,419.0,276.0,295.0,180.0,,270.0,Bottom 6,57,852.16666666667,13,7,29.0,1996-08-14,USA,USA,72.0,175.0,-,-,-,-
2023-2024,Logan Stankoven,DAL,F,50.0,125.0,,,2.0,154.0,117.0,168.0,321.0,117.0,57.0,301.0,,170.0,Bottom 6,24,352.13333333333,6,5,22.0,2003-02-26,CAN,CAN,67.0,170.0,2021,2,15,47
2023-2024,Lucas Raymond,DET,F,209.0,378.0,123.0,,279.0,355.0,258.0,102.0,306.0,125.0,9.0,339.0,,113.0,Second Line,82,1455.7666666667,31,24,23.0,2002-03-28,SWE,SWE,71.0,176.0,2020,1,4,4
2023-2024,Lukas Reichel,CHI,F,385.0,453.0,268.0,,422.0,455.0,350.0,274.0,167.0,240.0,347.0,432.0,195.0,251.0,Bottom 6,65,917.18333333333,5,7,23.0,2002-05-17,DEU,DEU,72.0,170.0,2020,1,17,17
2023-2024,Luke Evangelista,NSH,F,61.0,388.0,197.0,,133.0,362.0,130.0,161.0,24.0,127.0,73.0,431.0,,171.0,Bottom 6,80,1116.4333333333,16,17,23.0,2002-02-21,CAN,CAN,72.0,183.0,2020,2,11,42
2023-2024,Luke Glendening,TBL,F,460.0,49.0,,16.0,458.0,111.0,440.0,395.0,449.0,461.0,268.0,99.0,8.0,418.0,Bottom 6,81,940.91666666667,10,1,36.0,1989-04-28,USA,USA,71.0,190.0,-,-,-,-
2023-2024,Luke Kunin,SJS,F,390.0,454.0,246.0,200.0,412.0,452.0,318.0,332.0,336.0,342.0,381.0,79.0,197.0,292.0,Second Line,77,1212.0333333333,11,7,27.0,1997-12-04,USA,USA,72.0,197.0,2016,1,15,15
2023-2024,MacKenzie Entwistle,CHI,F,456.0,345.0,282.0,,444.0,399.0,430.0,425.0,370.0,449.0,169.0,57.0,175.0,433.0,Bottom 6,67,762.93333333333,5,2,26.0,1999-07-14,CAN,CAN,75.0,184.0,2017,3,7,69
2023-2024,Marco Rossi,MIN,F,211.0,107.0,206.0,,251.0,102.0,248.0,197.0,226.0,345.0,174.0,427.0,160.0,208.0,Second Line,82,1371.8666666667,21,10,23.0,2001-09-23,AUT,AUT,69.0,182.0,2020,1,9,9
2023-2024,Marcus Foligno,MIN,F,306.0,20.0,270.0,45.0,285.0,19.0,423.0,255.0,391.0,284.0,300.0,33.0,,288.0,Bottom 6,55,796.51666666667,10,8,34.0,1991-08-10,USA,CAN,75.0,226.0,2009,4,13,104
2023-2024,Marcus Johansson,MIN,F,299.0,165.0,145.0,,138.0,91.0,333.0,288.0,220.0,232.0,72.0,411.0,,242.0,Second Line,78,1239.25,11,9,34.0,1990-10-06,SWE,SWE,73.0,203.0,2009,1,24,24
2023-2024,Mark Jankowski,NSH,F,274.0,92.0,,206.0,225.0,123.0,301.0,196.0,369.0,424.0,405.0,332.0,129.0,317.0,Bottom 6,32,405.35,7,2,30.0,1994-09-13,CAN,CAN,76.0,212.0,2012,1,21,21
2023-2024,Mark Kastelic,OTT,F,332.0,70.0,,,392.0,170.0,222.0,313.0,444.0,440.0,436.0,22.0,123.0,419.0,Fringe,63,486.63333333333,5,1,26.0,1999-03-11,USA,,75.0,233.0,2019,5,1,125
2023-2024,Mark Scheifele,WPG,F,156.0,403.0,87.0,,100.0,410.0,250.0,57.0,20.0,85.0,39.0,364.0,91.0,64.0,First Line,74,1493.7333333333,25,32,32.0,1993-03-15,CAN,CAN,75.0,198.0,2011,1,7,7
2023-2024,Mark Stone,VGK,F,110.0,105.0,105.0,155.0,90.0,231.0,226.0,133.0,105.0,50.0,141.0,390.0,,69.0,First Line,56,1086.8,16,20,33.0,1992-05-13,CAN,CAN,75.0,217.0,2010,6,28,178
2023-2024,Martin Necas,CAR,F,63.0,253.0,78.0,216.0,26.0,113.0,50.0,110.0,48.0,69.0,118.0,303.0,208.0,86.0,Second Line,77,1336.4333333333,24,17,26.0,1999-01-15,CZE,CZE,74.0,189.0,2017,1,12,12
2023-2024,Martin Pospisil,CGY,F,145.0,324.0,,,59.0,290.0,132.0,372.0,136.0,231.0,463.0,16.0,,296.0,Bottom 6,63,801.33333333333,8,8,25.0,1999-11-19,SVK,SVK,74.0,173.0,2018,4,12,105
2023-2024,Mason Appleton,WPG,F,276.0,284.0,,126.0,93.0,210.0,329.0,359.0,305.0,256.0,116.0,205.0,,279.0,Second Line,82,1315.9333333333,14,12,29.0,1996-01-15,USA,USA,75.0,197.0,2015,6,17,168
2023-2024,Mason Marchment,DAL,F,106.0,158.0,219.0,,130.0,137.0,128.0,130.0,155.0,83.0,226.0,148.0,,144.0,Bottom 6,81,1219.8,22,18,30.0,1995-06-18,CAN,,76.0,210.0,-,-,-,-
2023-2024,Mason McTavish,ANA,F,236.0,449.0,190.0,,348.0,449.0,186.0,158.0,273.0,89.0,398.0,272.0,139.0,152.0,Second Line,64,1041.65,19,16,22.0,2003-01-30,CHE,CHE,72.0,213.0,2021,1,3,3
2023-2024,Mathew Barzal,NYI,F,64.0,288.0,93.0,,33.0,288.0,119.0,207.0,22.0,16.0,131.0,402.0,200.0,58.0,First Line,80,1610.6,23,38,28.0,1997-05-26,CAN,CAN,73.0,190.0,2015,1,16,16
2023-2024,Mathieu Joseph,OTT,F,308.0,162.0,,15.0,262.0,192.0,340.0,399.0,276.0,150.0,35.0,150.0,,264.0,Second Line,72,1185.9833333333,11,16,28.0,1997-02-09,CAN,CAN,73.0,187.0,2015,4,29,120
2023-2024,Mathieu Olivier,CBJ,F,404.0,309.0,,,371.0,422.0,372.0,417.0,438.0,333.0,448.0,28.0,,382.0,Bottom 6,54,609.23333333333,5,3,28.0,1997-02-11,USA,USA,73.0,217.0,-,-,-,-
2023-2024,Matias Maccelli,ARI,F,249.0,415.0,227.0,,214.0,297.0,383.0,287.0,348.0,57.0,140.0,434.0,,192.0,Second Line,82,1331.1833333333,17,26,24.0,2000-10-14,FIN,FIN,71.0,176.0,2019,4,5,98
2023-2024,Mats Zuccarello,MIN,F,201.0,55.0,26.0,,119.0,70.0,154.0,238.0,18.0,10.0,97.0,421.0,,63.0,First Line,69,1303.5833333333,12,33,37.0,1987-09-01,NOR,NOR,68.0,181.0,-,-,-,-
2023-2024,Matt Boldy,MIN,F,55.0,56.0,29.0,,156.0,28.0,37.0,56.0,159.0,59.0,273.0,391.0,,53.0,First Line,75,1418.3333333333,29,26,24.0,2001-04-05,USA,USA,74.0,201.0,2019,1,12,12
2023-2024,Matt Coronato,CGY,F,303.0,396.0,,,280.0,363.0,166.0,434.0,403.0,282.0,288.0,452.0,,370.0,Bottom 6,34,428.78333333333,3,4,22.0,2002-11-14,USA,USA,70.0,183.0,2021,1,13,13
2023-2024,Matt Duchene,DAL,F,117.0,359.0,60.0,,121.0,308.0,129.0,64.0,67.0,60.0,217.0,437.0,171.0,79.0,Second Line,80,1341.3,25,26,34.0,1991-01-16,CAN,CAN,71.0,195.0,2009,1,3,3
2023-2024,Matt Martin,NYI,F,431.0,114.0,,,437.0,167.0,381.0,411.0,399.0,395.0,294.0,10.0,,423.0,Bottom 6,57,530.81666666667,4,3,36.0,1989-05-08,CAN,CAN,75.0,220.0,2008,5,27,148
2023-2024,Matt Nieto,PIT,F,386.0,371.0,,186.0,374.0,352.0,439.0,419.0,452.0,350.0,306.0,284.0,,413.0,Bottom 6,22,255.45,1,3,32.0,1992-11-05,USA,USA,71.0,187.0,2011,2,17,47
2023-2024,Matthew Knies,TOR,F,184.0,356.0,,,154.0,353.0,341.0,235.0,316.0,245.0,430.0,91.0,,300.0,Bottom 6,80,1094.2,15,12,22.0,2002-10-17,USA,USA,74.0,210.0,2021,2,25,57
2023-2024,Matthew Phillips,"PIT, WSH",F,419.0,320.0,,,349.0,384.0,459.0,462.0,215.0,212.0,252.0,439.0,,450.0,Bottom 6,31,315.65,1,3,27.0,1998-04-06,CAN,CAN,67.0,140.0,2016,6,15,166
2023-2024,Matthew Poitras,BOS,F,240.0,285.0,,,80.0,280.0,402.0,308.0,94.0,300.0,6.0,384.0,163.0,314.0,Bottom 6,33,442.06666666667,5,4,21.0,2004-03-10,CAN,CAN,71.0,176.0,2022,2,22,54
2023-2024,Matthew Tkachuk,FLA,F,6.0,281.0,22.0,,1.0,149.0,16.0,52.0,69.0,3.0,68.0,192.0,,10.0,First Line,80,1491.2,26,43,27.0,1997-12-11,USA,USA,74.0,201.0,2016,1,6,6
2023-2024,Mattias Janmark,EDM,F,409.0,108.0,,35.0,302.0,26.0,415.0,405.0,250.0,381.0,342.0,320.0,,387.0,Bottom 6,71,844.56666666667,4,4,32.0,1992-12-08,SWE,SWE,73.0,205.0,2013,3,18,79
2023-2024,Matty Beniers,SEA,F,246.0,99.0,192.0,,239.0,128.0,323.0,206.0,128.0,193.0,55.0,327.0,146.0,164.0,Second Line,77,1383.1666666667,15,15,22.0,2002-11-05,USA,USA,74.0,178.0,2021,1,2,2
2023-2024,Max Domi,TOR,F,125.0,436.0,163.0,,97.0,397.0,189.0,293.0,55.0,41.0,439.0,347.0,172.0,172.0,Bottom 6,80,1102.8,9,23,30.0,1995-03-02,CAN,CAN,70.0,194.0,2013,1,12,12
2023-2024,Max Jones,ANA,F,339.0,426.0,,,443.0,412.0,225.0,387.0,390.0,262.0,149.0,74.0,,363.0,Bottom 6,52,627.01666666667,5,8,27.0,1998-02-17,USA,USA,75.0,216.0,2016,1,24,24
2023-2024,Max Pacioretty,WSH,F,152.0,217.0,180.0,,247.0,225.0,31.0,154.0,119.0,87.0,406.0,196.0,,94.0,Bottom 6,47,678.38333333333,4,11,36.0,1988-11-20,USA,USA,74.0,217.0,2007,1,22,22
2023-2024,Michael Amadio,VGK,F,171.0,101.0,251.0,,151.0,159.0,244.0,123.0,207.0,331.0,103.0,266.0,,277.0,Bottom 6,73,977.6,14,6,29.0,1996-05-13,CAN,CAN,73.0,204.0,2014,3,30,90
2023-2024,Michael Bunting,"CAR, PIT",F,62.0,310.0,76.0,,35.0,243.0,123.0,137.0,16.0,32.0,54.0,267.0,,130.0,Second Line,81,1270.5333333333,19,26,29.0,1995-09-17,CAN,CAN,72.0,192.0,2014,4,27,117
2023-2024,Michael Carcone,ARI,F,162.0,459.0,,,310.0,445.0,143.0,61.0,322.0,425.0,348.0,166.0,,303.0,Bottom 6,74,834.05,21,4,29.0,1996-05-19,CAN,CAN,69.0,170.0,-,-,-,-
2023-2024,Michael Eyssimont,TBL,F,180.0,197.0,,,165.0,187.0,45.0,373.0,326.0,296.0,366.0,78.0,,304.0,Bottom 6,81,960.08333333333,11,7,28.0,1996-09-09,USA,USA,72.0,180.0,2016,5,21,142
2023-2024,Michael McCarron,NSH,F,304.0,131.0,,162.0,330.0,267.0,273.0,298.0,439.0,389.0,418.0,47.0,35.0,352.0,Bottom 6,70,893.68333333333,12,6,30.0,1995-03-07,USA,USA,78.0,232.0,2013,1,25,25
2023-2024,Michael McLeod,NJD,F,234.0,254.0,,160.0,99.0,195.0,339.0,343.0,455.0,295.0,70.0,90.0,1.0,327.0,Bottom 6,45,681.48333333333,10,4,27.0,1998-02-03,CAN,CAN,74.0,190.0,2016,1,12,12
2023-2024,Michael Pezzetta,MTL,F,319.0,313.0,,,454.0,283.0,288.0,356.0,241.0,154.0,447.0,1.0,,417.0,Fringe,61,475.55,3,6,27.0,1998-03-13,CAN,CAN,73.0,210.0,2016,6,9,160
2023-2024,Michael Rasmussen,DET,F,292.0,160.0,294.0,48.0,406.0,314.0,336.0,263.0,349.0,155.0,201.0,114.0,187.0,216.0,Bottom 6,75,1139.3166666667,13,14,26.0,1999-04-17,CAN,CAN,78.0,211.0,2017,1,9,9
2023-2024,Michael Sgarbossa,WSH,F,347.0,266.0,,,425.0,93.0,369.0,215.0,427.0,273.0,49.0,295.0,158.0,407.0,Bottom 6,25,274.26666666667,4,3,33.0,1992-07-25,CAN,CAN,72.0,179.0,-,-,-,-
2023-2024,Mika Zibanejad,NYR,F,161.0,270.0,4.0,24.0,146.0,244.0,83.0,73.0,229.0,35.0,53.0,373.0,70.0,32.0,First Line,81,1599.25,26,30,32.0,1993-04-18,SWE,SWE,74.0,202.0,2011,1,6,6
2023-2024,Mikael Backlund,CGY,F,89.0,118.0,154.0,67.0,55.0,69.0,74.0,323.0,401.0,112.0,290.0,294.0,60.0,124.0,First Line,82,1577.2333333333,15,20,36.0,1989-03-17,SWE,SWE,72.0,206.0,2007,1,24,24
2023-2024,Mikael Granlund,SJS,F,344.0,440.0,114.0,58.0,220.0,453.0,384.0,402.0,274.0,77.0,191.0,306.0,102.0,119.0,First Line,69,1446.2,12,24,33.0,1992-02-26,FIN,FIN,70.0,185.0,2010,1,9,9
2023-2024,Mike Hoffman,SJS,F,389.0,429.0,156.0,,379.0,414.0,259.0,236.0,344.0,308.0,402.0,413.0,,235.0,Bottom 6,66,906.28333333333,10,4,35.0,1989-11-24,CAN,CAN,72.0,190.0,2009,5,9,130
2023-2024,Mikko Rantanen,COL,F,24.0,184.0,18.0,,13.0,200.0,60.0,14.0,4.0,23.0,280.0,363.0,62.0,6.0,First Line,80,1832.45,42,36,28.0,1996-10-29,FIN,FIN,76.0,215.0,2015,1,10,10
2023-2024,Miles Wood,COL,F,87.0,443.0,274.0,164.0,106.0,420.0,46.0,315.0,383.0,144.0,379.0,138.0,,250.0,Bottom 6,74,1012.6333333333,9,14,29.0,1995-09-13,USA,USA,74.0,195.0,2013,4,9,100
2023-2024,Mitch Marner,TOR,F,26.0,121.0,17.0,37.0,23.0,97.0,200.0,81.0,70.0,6.0,130.0,355.0,,19.0,First Line,69,1468.0833333333,26,40,28.0,1997-05-05,CAN,CAN,72.0,181.0,2015,1,4,4
2023-2024,Mitchell Chaffee,TBL,F,408.0,232.0,,,405.0,343.0,432.0,286.0,346.0,443.0,96.0,35.0,,401.0,Bottom 6,30,338.65,4,1,27.0,1998-01-26,USA,USA,73.0,201.0,-,-,-,-
2023-2024,Mitchell Stephens,MTL,F,449.0,435.0,,,450.0,435.0,456.0,448.0,366.0,392.0,412.0,296.0,130.0,453.0,Bottom 6,23,208.18333333333,2,1,28.0,1997-02-05,CAN,CAN,71.0,190.0,2015,2,3,33
2023-2024,Morgan Barron,WPG,F,330.0,58.0,,118.0,357.0,85.0,241.0,301.0,324.0,403.0,286.0,83.0,,356.0,Bottom 6,80,839.75,11,3,26.0,1998-12-02,CAN,CAN,76.0,220.0,2017,6,19,174
2023-2024,Morgan Frost,PHI,F,192.0,71.0,162.0,,178.0,158.0,216.0,262.0,33.0,91.0,160.0,277.0,94.0,163.0,Second Line,71,1123.7166666667,13,21,26.0,1999-05-14,CAN,CAN,71.0,170.0,2017,1,27,27
2023-2024,Morgan Geekie,BOS,F,204.0,193.0,241.0,,215.0,257.0,262.0,218.0,158.0,198.0,292.0,162.0,96.0,243.0,Bottom 6,76,1171.0833333333,17,10,27.0,1998-07-20,CAN,CAN,75.0,200.0,2017,3,5,67
2023-2024,Nathan Bastian,NJD,F,275.0,79.0,286.0,,328.0,87.0,264.0,325.0,432.0,335.0,261.0,32.0,,372.0,Bottom 6,54,548.93333333333,5,3,27.0,1997-12-06,CAN,CAN,76.0,205.0,2016,2,11,41
2023-2024,Nathan MacKinnon,COL,F,1.0,209.0,31.0,,10.0,190.0,4.0,10.0,2.0,4.0,21.0,382.0,116.0,1.0,First Line,82,1870.7666666667,51,50,29.0,1995-09-01,CAN,CAN,72.0,200.0,2013,1,1,1
2023-2024,Nathan Walker,STL,F,406.0,41.0,,,448.0,186.0,394.0,243.0,327.0,417.0,24.0,62.0,206.0,367.0,Bottom 6,45,486.45,7,1,31.0,1994-02-07,GBR,AUS,69.0,187.0,2014,3,29,89
2023-2024,Nazem Kadri,CGY,F,39.0,275.0,52.0,,70.0,177.0,17.0,94.0,57.0,40.0,7.0,297.0,90.0,38.0,First Line,82,1510.9166666667,29,28,34.0,1990-10-06,CAN,CAN,72.0,185.0,2009,1,7,7
2023-2024,Nic Dowd,WSH,F,314.0,80.0,,27.0,408.0,205.0,449.0,204.0,464.0,341.0,276.0,93.0,71.0,281.0,Bottom 6,64,972.96666666667,12,6,35.0,1990-05-27,USA,USA,73.0,193.0,2009,7,17,198
2023-2024,Nicholas Paul,TBL,F,248.0,191.0,221.0,179.0,209.0,185.0,279.0,167.0,357.0,334.0,200.0,195.0,37.0,202.0,Second Line,82,1415.3166666667,24,13,30.0,1995-03-20,CAN,CAN,75.0,223.0,2013,4,10,101
2023-2024,Nicholas Robertson,TOR,F,52.0,161.0,,,204.0,232.0,116.0,58.0,83.0,233.0,257.0,317.0,,230.0,Bottom 6,56,637.08333333333,14,7,23.0,2001-09-11,USA,USA,69.0,183.0,2019,2,22,53
2023-2024,Nick Bjugstad,ARI,F,169.0,326.0,265.0,133.0,284.0,318.0,183.0,173.0,406.0,318.0,365.0,122.0,79.0,181.0,Second Line,76,1325.8,22,12,33.0,1992-07-17,USA,USA,78.0,209.0,2010,1,19,19
2023-2024,Nick Bonino,NYR,F,418.0,159.0,271.0,22.0,407.0,416.0,433.0,426.0,420.0,404.0,345.0,442.0,63.0,348.0,Bottom 6,45,551.43333333333,1,3,37.0,1988-04-20,USA,USA,73.0,195.0,2007,6,22,173
2023-2024,Nick Cousins,FLA,F,237.0,214.0,290.0,,96.0,259.0,188.0,357.0,126.0,370.0,62.0,109.0,,338.0,Bottom 6,69,840.83333333333,7,2,32.0,1993-07-20,CAN,CAN,71.0,192.0,2011,3,7,68
2023-2024,Nick Foligno,CHI,F,334.0,145.0,135.0,174.0,370.0,203.0,287.0,268.0,382.0,227.0,355.0,60.0,186.0,221.0,Second Line,74,1314.5833333333,17,8,37.0,1987-10-31,USA,USA,72.0,210.0,2006,1,28,28
2023-2024,Nick Schmaltz,ARI,F,186.0,225.0,117.0,,180.0,227.0,270.0,125.0,268.0,73.0,142.0,461.0,180.0,90.0,First Line,79,1515.05,22,23,29.0,1996-02-23,USA,USA,72.0,181.0,2014,1,20,20
2023-2024,Nick Suzuki,MTL,F,238.0,410.0,83.0,54.0,206.0,380.0,308.0,115.0,184.0,118.0,84.0,356.0,65.0,74.0,First Line,82,1743.65,33,25,26.0,1999-08-10,CAN,CAN,71.0,208.0,2017,1,13,13
2023-2024,Nico Hischier,NJD,F,27.0,224.0,77.0,23.0,18.0,229.0,111.0,86.0,292.0,34.0,14.0,412.0,17.0,52.0,First Line,71,1383.2333333333,27,24,26.0,1999-01-04,CHE,CHE,73.0,175.0,2017,1,1,1
